chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NES_E_S_1	NES_E_S_2	NES_E_S_3	NES_E_S_4
chr5	127215234	127215254	chr5-21257	    2.20	+			TE|unannotated	TE	TE	2	9.881516e-06	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	1	6	0	0	2.070822e-06	1.770604e-06
chr5	128188800	128188820	chr5-1239	   21.60	+	ENSG00000064651	SLC12A2	3'UTR	3'UTR	3'UTR	1	0.0001088229	0	1	3	3	2	1	0	1	1	2	0	1	0	2	0	2	19	2.614037e-05	1.312112e-05	0	0
chr5	131516077	131516097	chr5-27943	    2.64	-	ENSG00000158987	RAPGEF6	intron|CDS_Retained_intron	CDS_RI	intron	2	1.828285e-05	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	1	6	0	0	2.070822e-06	3.541208e-06
chr5	131658464	131658484	chr5-1242	   22.50	-	ENSG00000217128	FNIP1	intron	intron	intron	1	0.0001845094	2	3	2	3	1	2	1	2	1	2	0	1	0	2	1	3	26	2.614037e-05	2.624224e-05	0	0
chr5	131658464	131658484	chr5-1242	   22.50	-	ENSG00000217128	FNIP1	intron	intron	intron	1	0.0001845094	2	3	2	3	1	2	1	2	1	2	0	1	0	2	1	3	26	2.614037e-05	2.624224e-05	0	0
chr5	131658529	131658549	chr5-144	  223.00	-	ENSG00000217128	FNIP1	intron	intron	intron	1	0.001488234	3	3	3	3	2	2	1	1	1	4	2	2	2	3	4	3	39	5.228075e-05	7.872673e-05	0	1.770604e-06
chr5	131658529	131658549	chr5-144	  223.00	-	ENSG00000217128	FNIP1	intron	intron	intron	1	0.001488234	3	3	3	3	2	2	1	1	1	4	2	2	2	3	4	3	39	5.228075e-05	7.872673e-05	0	1.770604e-06
chr5	131658767	131658787	chr5-10149	   36.10	-	ENSG00000217128	FNIP1	intron	intron	intron	1	0.0003040248	0	3	3	3	2	2	0	1	1	4	0	1	1	3	3	3	30	7.842112e-05	2.624224e-05	2.070822e-06	0
chr5	131658767	131658787	chr5-10149	   36.10	-	ENSG00000217128	FNIP1	intron	intron	intron	1	0.0003040248	0	3	3	3	2	2	0	1	1	4	0	1	1	3	3	3	30	7.842112e-05	2.624224e-05	2.070822e-06	0
chr5	131658893	131658913	chr5-1154	   20.30	-	ENSG00000217128	FNIP1	intron	intron	intron	1	7.423721e-05	2	2	3	3	1	2	0	0	0	2	1	0	0	2	2	2	22	0	0	6.212466e-06	1.770604e-06
chr5	131658893	131658913	chr5-1154	   20.30	-	ENSG00000217128	FNIP1	intron	intron	intron	1	7.423721e-05	2	2	3	3	1	2	0	0	0	2	1	0	0	2	2	2	22	0	0	6.212466e-06	1.770604e-06
chr5	133106108	133106128	chr5-5519	    7.05	-				UnAn	UnAn	0	3.206964e-05	0	0	0	0	1	0	1	0	0	1	0	0	0	2	1	0	6	0	0	4.141644e-06	8.85302e-06
chr5	133955869	133955889	chr5-32	  312.00	-	ENSG00000113583	C5orf15	3'UTR	3'UTR	3'UTR	1	0.0009779096	3	3	3	3	2	2	1	2	2	4	1	3	1	3	3	6	42	5.228075e-05	5.248448e-05	0	3.541208e-06
chr5	133956028	133956048	chr5-95	  150.70	-	ENSG00000113583	C5orf15	3'UTR	3'UTR	3'UTR	1	0.0005614246	3	3	3	3	2	2	2	1	2	4	1	3	1	2	3	4	39	2.614037e-05	3.936336e-05	0	0
chr5	134065785	134065805	chr5-25778	    2.20	-			TE|unannotated	TE	TE	2	1.272434e-05	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	5	0	0	2.070822e-06	1.770604e-06
chr5	134215021	134215041	chr5-2521	   12.80	-	ENSG00000113575	PPP2CA	intron|CDS_Retained_intron	CDS_RI	intron	2	5.230221e-05	2	3	2	3	0	1	1	0	1	1	0	0	0	2	0	0	16	2.614037e-05	0	0	1.770604e-06
chr5	134770202	134770222	chr5-2268	   14.50	-			TE|unannotated	TE	TE	2	7.412556e-05	0	1	1	1	1	1	0	1	0	2	1	0	1	2	2	2	16	0	0	2.070822e-06	8.85302e-06
chr5	134925371	134925391	chr5-17338	    3.08	-	ENSG00000248923	MTND5P11		UnAn	UnAn	0	2.645714e-05	1	0	1	0	1	0	0	0	1	1	0	0	0	2	1	0	8	0	1.312112e-05	0	1.770604e-06
chr5	134928334	134928354	chr5-709	   63.50	-				UnAn	UnAn	0	0.0001671083	3	1	3	0	2	2	2	1	2	3	2	2	1	2	1	0	27	0	0	4.141644e-06	1.770604e-06
chr5	137752095	137752115	chr5-8	  352.60	-	ENSG00000177733	HNRNPA0	3'UTR	3'UTR	3'UTR	1	0.001052659	3	3	3	3	2	2	1	2	2	4	1	2	2	3	2	4	39	2.614037e-05	2.624224e-05	0	1.770604e-06
chr5	137752868	137752888	chr5-481	   30.00	-	ENSG00000177733	HNRNPA0	3'UTR	3'UTR	3'UTR	1	0.0001142022	3	2	3	2	2	2	1	0	1	2	0	1	0	2	1	2	24	2.614037e-05	1.312112e-05	0	0
chr5	137833502	137833522	chr5-2558	   11.00	+			TE|unannotated	TE	TE	2	0.0001034715	1	1	0	0	1	1	0	1	1	1	0	1	0	2	2	2	14	0	0	2.070822e-06	1.770604e-06
chr5	138123063	138123083	chr5-2308	   12.80	-	ENSG00000112981	NME5	intron|snRNA|CDS_Retained_intron	snRNA	ncRNA	3	2.688755e-05	0	0	0	0	2	2	0	0	1	1	2	2	0	2	0	0	12	0	0	2.070822e-06	1.770604e-06
chr5	138436369	138436389	chr5-9353	    6.61	+	ENSG00000120733	KDM3B	3'UTR	3'UTR	3'UTR	1	6.760204e-05	1	1	2	3	1	1	0	0	0	1	1	0	0	2	0	0	13	2.614037e-05	2.624224e-05	0	0
chr5	138561064	138561084	chr5-71	  277.60	-	ENSG00000113013	HSPA9	downstream 10K|intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	4	0.0007778261	3	3	3	3	2	2	2	2	3	2	2	2	2	2	0	1	34	0	0	3.106233e-05	1.062362e-05
chr5	138910232	138910252	chr5-4398	    8.81	-			unannotated	UnAn	UnAn	1	3.327899e-05	0	0	1	1	1	1	0	0	0	0	1	1	0	2	1	2	11	0	0	4.141644e-06	1.770604e-06
chr5	138973201	138973221	chr5-14603	    3.97	+			TE|unannotated	TE	TE	2	1.481435e-05	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	2	7	0	0	2.070822e-06	1.770604e-06
chr5	139307386	139307406	chr5-43	  134.40	+	ENSG00000015479	MATR3	5'UTR|intron|CDS_Retained_intron	5'UTR	5'UTR	3	0.0004650666	2	3	3	3	1	2	1	2	3	3	0	2	0	2	1	4	32	0	1.312112e-05	4.141644e-06	0
chr5	140390770	140390790	chr5-25983	    2.20	-	ENSG00000249637	ANKHD1-DT	intron|TE|lncRNA	lncRNA	ncRNA	3	5.343743e-06	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	4	0	0	2.070822e-06	1.770604e-06
chr5	142928230	142928250	chr5-23790	    3.97	-			unannotated	UnAn	UnAn	1	0.0001009299	0	0	0	0	0	1	0	0	0	1	0	0	1	2	0	3	8	0	0	2.070822e-06	1.770604e-06
chr5	143275824	143275844	chr5-23972	    2.64	+			Other|unannotated	Other	Other	2	1.106443e-05	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	5	0	0	2.070822e-06	3.541208e-06
chr5	144340407	144340427	chr5-24914	    2.20	+	ENSG00000183775	KCTD16	intron|TE	TE	TE	2	8.387259e-06	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr5	145627124	145627144	chr5-10340	    4.41	+			TE|TE|unannotated	TE	TE	3	1.508487e-05	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	1	6	0	0	4.141644e-06	5.311812e-06
chr5	146211476	146211496	chr5-26129	    2.20	-			TE|unannotated	TE	TE	2	1.184071e-05	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	5	0	0	2.070822e-06	1.770604e-06
chr5	146286544	146286564	chr5-59	  163.50	+	ENSG00000091009	RBM27	3'UTR|intron|Other	3'UTR	3'UTR	3	0.0004227832	2	3	3	3	2	2	2	1	1	3	1	3	0	3	1	2	32	2.614037e-05	1.312112e-05	0	1.770604e-06
chr5	146294147	146294167	chr5-32217	    2.20	+	ENSG00000275740		downstream 10K|intron	intron	intron	2	3.007211e-05	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	5	2.614037e-05	0	0	1.770604e-06
chr5	146511053	146511073	chr5-12	  499.80	+	ENSG00000113649	TCERG1	3'UTR|Other|CDS_Retained_intron	3'UTR	3'UTR	3	0.001348039	3	3	3	3	2	2	2	1	2	4	2	3	1	2	3	5	41	0	0	2.070822e-06	5.311812e-06
chr5	146818350	146818370	chr5-9725	    6.17	+			unannotated	UnAn	UnAn	1	2.8623e-05	0	0	0	0	1	2	1	0	0	1	1	2	1	2	0	1	12	0	0	2.070822e-06	1.770604e-06
chr5	147605200	147605220	chr5-26826	    2.20	-	ENSG00000176049	JAKMIP2	intron|TE|TE	TE	TE	3	9.874434e-06	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	6.212466e-06	1.770604e-06
chr5	149352450	149352470	chr5-88	  134.40	+	ENSG00000164284	GRPEL2	3'UTR|Other	3'UTR	3'UTR	2	0.0008170901	3	3	3	3	2	1	1	1	1	3	0	2	0	2	2	4	31	0	1.312112e-05	0	1.770604e-06
chr5	149495727	149495747	chr5-42	  210.70	-	ENSG00000113712	CSNK1A1	3'UTR|ncRNA_Retained_intron	3'UTR	3'UTR	2	0.0007820313	3	3	3	3	2	2	1	2	2	3	0	2	1	4	2	6	39	2.614037e-05	2.624224e-05	1.656658e-05	3.541208e-06
chr5	149495882	149495902	chr5-1258	   20.70	-	ENSG00000113712	CSNK1A1	3'UTR|ncRNA_Retained_intron	3'UTR	3'UTR	2	0.0001245269	1	3	2	3	1	1	1	1	1	2	2	0	0	2	1	3	24	2.614037e-05	1.312112e-05	0	0
chr5	151804402	151804422	chr5-7	  621.40	+	ENSG00000145907	G3BP1	3'UTR|CDS|intron|CDS_Retained_intron	3'UTR	3'UTR	4	0.002117329	3	3	3	3	2	2	2	1	1	4	2	3	1	3	3	6	42	7.842112e-05	2.624224e-05	0	1.770604e-06
chr5	152194386	152194406	chr5-2316	   11.50	-			unannotated	UnAn	UnAn	1	0.0001910377	0	0	2	0	1	1	0	0	0	1	2	0	0	2	1	3	13	0	0	2.070822e-06	1.770604e-06
chr5	152702820	152702840	chr5-5619	    9.25	-	ENSG00000249484	LINC01470	intron|lncRNA	lncRNA	ncRNA	2	0.0001896349	0	1	0	0	1	1	0	0	0	0	0	1	0	2	1	3	10	0	0	2.070822e-06	1.770604e-06
chr5	153052903	153052923	chr5-30175	    2.20	+			TE|unannotated	TE	TE	2	2.092962e-05	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	4	0	0	2.070822e-06	3.541208e-06
chr5	153838970	153838990	chr5-30221	    2.20	+			Other|unannotated	Other	Other	2	7.554965e-06	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	5	0	0	2.070822e-06	1.770604e-06
chr5	154772985	154773005	chr5-7653	    6.17	-			unannotated	UnAn	UnAn	1	2.944557e-05	0	0	0	1	1	1	0	0	0	1	0	1	0	2	1	1	9	0	0	2.070822e-06	1.770604e-06
chr5	154815010	154815030	chr5-34	  180.70	+	ENSG00000155506	LARP1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0008170706	3	3	3	3	2	2	1	2	2	3	1	2	1	3	4	4	39	2.614037e-05	1.312112e-05	0	1.770604e-06
chr5	154816558	154816578	chr5-18	  347.30	+	ENSG00000155506	LARP1	3'UTR|Other|CDS_Retained_intron	3'UTR	3'UTR	3	0.001695281	3	3	3	3	2	2	1	1	2	4	2	4	2	4	3	6	45	5.228075e-05	0.000104969	2.070822e-06	3.541208e-06
chr5	154816627	154816647	chr5-243	   46.70	+	ENSG00000155506	LARP1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0004229905	3	3	3	3	2	2	1	1	1	3	1	2	1	3	2	6	37	2.614037e-05	3.936336e-05	6.212466e-06	0
chr5	154817560	154817580	chr5-655	   26.90	+	ENSG00000155506	LARP1	3'UTR	3'UTR	3'UTR	1	8.529392e-05	3	3	2	3	1	1	0	0	1	2	1	1	0	2	3	2	25	0	0	2.070822e-06	8.85302e-06
chr5	155845461	155845481	chr5-1051	   99.60	+	ENSG00000200275	RNA5SP199		UnAn	UnAn	0	0.0003065188	2	1	1	2	2	2	2	0	0	2	2	2	1	2	2	0	23	0	0	5.798302e-05	2.832967e-05
chr5	157035772	157035792	chr5-157	   57.30	-	ENSG00000113249	HAVCR1	intron	intron	intron	1	0.0001857291	3	3	3	3	2	2	1	0	2	2	2	1	0	2	2	0	28	2.614037e-05	1.312112e-05	0	0
chr5	157786502	157786522	chr5-208	   56.90	-	ENSG00000113282	CLINT1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.000192151	2	3	3	3	1	2	1	0	2	3	1	0	0	2	1	2	26	2.614037e-05	2.624224e-05	0	0
chr5	157786750	157786770	chr5-19	  274.10	-	ENSG00000113282	CLINT1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0009395912	3	3	3	3	2	2	1	2	2	4	3	2	0	2	3	6	41	2.614037e-05	0	0	5.311812e-06
chr5	157990638	157990658	chr5-6613	    6.17	+			TE|unannotated	TE	TE	2	9.307008e-05	0	0	0	0	1	1	0	0	0	0	2	0	0	2	0	3	9	0	0	2.070822e-06	1.770604e-06
chr5	158021475	158021495	chr5-28896	    2.64	-			TE|unannotated	TE	TE	2	8.647264e-06	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	4	0	0	2.070822e-06	3.541208e-06
chr5	158695991	158696011	chr5-20194	    2.64	+			unannotated	UnAn	UnAn	1	1.137185e-05	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	5	0	0	4.141644e-06	1.770604e-06
chr5	162477934	162477954	chr5-7640	    7.05	+	ENSG00000201474	RNU6-164P	snRNA	snRNA	ncRNA	1	1.730606e-05	0	2	0	1	1	1	0	0	0	0	2	1	0	2	0	0	10	0	0	2.070822e-06	3.541208e-06
chr5	163444530	163444550	chr5-472	   37.50	+	ENSG00000113328	CCNG1	3'UTR|intron	3'UTR	3'UTR	2	0.0002148369	0	2	3	3	1	2	1	1	1	3	0	1	0	2	0	3	23	7.842112e-05	1.312112e-05	0	0
chr5	165001127	165001147	chr5-7502	    5.73	+	ENSG00000241956	LINC03000	intron|lncRNA	lncRNA	ncRNA	2	3.778716e-05	0	1	0	0	1	1	1	0	0	1	0	0	0	2	0	3	10	0	0	2.070822e-06	1.770604e-06
chr5	166421535	166421555	chr5-22574	    2.64	+			TE|unannotated	TE	TE	2	2.247839e-05	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	1	6	0	0	2.070822e-06	1.770604e-06
chr5	167130898	167130918	chr5-782	   33.10	-			unannotated	UnAn	UnAn	1	0.0006094321	0	0	2	2	1	1	0	0	0	1	2	2	0	2	3	3	19	0	0	6.212466e-06	1.770604e-06
chr5	167807622	167807642	chr5-21595	    3.08	+	ENSG00000145934	TENM2	intron	intron	intron	1	7.501431e-06	0	0	0	1	1	0	0	0	0	1	0	0	0	2	1	0	6	0	0	2.070822e-06	1.770604e-06
chr5	168154145	168154165	chr5-29334	    2.20	+	ENSG00000145934	TENM2	intron|Other	Other	Other	2	8.027897e-06	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr5	168555588	168555608	chr5-2490	   11.50	-	ENSG00000120137	PANK3	3'UTR	3'UTR	3'UTR	1	0.0002990185	1	1	3	3	1	1	0	0	1	3	0	1	0	2	2	2	21	0	1.312112e-05	0	1.770604e-06
chr5	168556722	168556742	chr5-191	  102.70	-	ENSG00000120137	PANK3	3'UTR	3'UTR	3'UTR	1	0.0004558482	3	3	3	3	2	2	1	2	2	4	4	2	1	2	3	4	41	2.614037e-05	0	4.141644e-06	0
chr5	168557279	168557299	chr5-9	  772.60	-	ENSG00000120137	PANK3	3'UTR	3'UTR	3'UTR	1	0.002558187	3	3	3	3	2	2	2	2	2	4	3	4	2	3	3	4	45	7.842112e-05	0.000104969	0	5.311812e-06
chr5	171821819	171821839	chr5-24343	    2.20	+			unannotated	UnAn	UnAn	1	1.094223e-05	0	0	0	0	0	1	0	0	0	1	1	0	0	2	1	0	6	0	0	2.070822e-06	1.770604e-06
chr5	171862320	171862340	chr5-1534	   17.20	-	ENSG00000072803	FBXW11	3'UTR	3'UTR	3'UTR	1	5.4453e-05	2	3	3	3	0	1	0	0	1	3	0	1	0	2	1	1	21	0	0	2.070822e-06	1.770604e-06
chr5	174562270	174562290	chr5-20	  363.60	+				UnAn	UnAn	0	0.001428089	3	3	3	3	2	2	2	1	2	5	3	3	3	4	4	6	49	5.228075e-05	2.624224e-05	4.141644e-06	7.082416e-06
chr5	175931682	175931702	chr5-1193	   20.30	-	ENSG00000051596	THOC3	intron|lncRNA	lncRNA	ncRNA	2	6.830202e-05	3	3	1	2	2	2	0	1	1	2	2	1	0	2	1	1	24	0	0	2.070822e-06	3.541208e-06
chr5	176445590	176445610	chr5-28093	    2.64	+				UnAn	UnAn	0	1.03639e-05	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	0	6	0	0	2.070822e-06	1.770604e-06
chr5	176960558	176960578	chr5-1939	   12.80	-	ENSG00000087206	UIMC1	downstream 10K|intron	intron	intron	2	6.200904e-05	3	2	1	2	1	1	1	0	1	2	1	0	0	2	0	1	18	2.614037e-05	0	0	1.770604e-06
chr5	177172360	177172380	chr5-19524	    6.17	-			unannotated	UnAn	UnAn	1	3.008862e-05	0	0	0	0	2	1	0	0	0	0	1	0	1	2	0	0	7	0	0	2.070822e-06	1.770604e-06
chr5	177912110	177912130	chr5-1315	   16.70	+	ENSG00000291113		intron|lncRNA	lncRNA	ncRNA	2	0.0001008951	2	3	2	3	1	2	0	0	0	4	2	0	0	2	1	1	23	0	0	2.070822e-06	1.770604e-06
chr5	178205902	178205922	chr5-5702	    8.81	+	ENSG00000197451	HNRNPAB	CDS|CDS_Retained_intron	CDS	CDS	2	2.830956e-05	0	1	0	3	0	1	1	0	0	1	0	0	0	2	0	0	9	0	1.312112e-05	0	1.770604e-06
chr5	179614327	179614347	chr5-2	 3596.20	-	ENSG00000169045	HNRNPH1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.01116815	3	3	3	3	2	2	2	2	4	5	4	4	3	4	5	7	56	2.614037e-05	3.936336e-05	1.86374e-05	8.144779e-05
chr5	179614442	179614462	chr5-5	  580.90	-	ENSG00000169045	HNRNPH1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001949114	3	3	3	3	2	2	2	2	3	4	2	4	1	4	4	5	47	7.842112e-05	1.312112e-05	8.283288e-06	1.062362e-05
chr5	179614572	179614592	chr5-39	  179.40	-	ENSG00000169045	HNRNPH1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0006530179	3	3	3	3	2	2	2	1	2	4	4	2	0	2	2	5	40	5.228075e-05	0	0	3.541208e-06
chr5	179614769	179614789	chr5-1	 1902.10	-	ENSG00000169045	HNRNPH1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.005443107	3	3	3	3	2	2	2	2	3	5	2	4	1	3	3	7	48	0	1.312112e-05	1.035411e-05	1.770604e-05
chr5	179617620	179617640	chr5-50	  182.90	-	ENSG00000169045	HNRNPH1	3'UTR|CDS|CDS_Retained_intron	3'UTR	3'UTR	3	0.0005558479	3	3	3	3	2	2	1	1	2	3	2	2	0	2	0	2	31	2.614037e-05	1.312112e-05	0	0
chr5	179618501	179618521	chr5-13	  439.80	-	ENSG00000169045	HNRNPH1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.001257615	3	3	3	3	2	2	2	2	2	4	2	3	0	2	2	5	40	0	0	2.070822e-06	1.770604e-06
chr5	179728922	179728942	chr5-11	  570.70	+	ENSG00000127022	CANX	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.002163148	3	3	3	3	2	2	2	2	2	4	2	2	2	3	3	5	43	0	3.936336e-05	2.070822e-06	5.311812e-06
chr5	179728990	179729010	chr5-161	   59.90	+	ENSG00000127022	CANX	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0002904517	3	3	3	3	2	2	1	2	1	2	0	1	1	2	2	4	32	2.614037e-05	0	2.070822e-06	0
chr5	181173700	181173720	chr5-6347	  167.90	+			tRNA|unannotated	tRNA	ncRNA	2	0.000522442	3	3	3	2	2	2	2	2	2	2	3	2	2	2	1	3	36	0	0	1.86374e-05	1.947664e-05
chr5	181218266	181218286	chr5-20865	    7.05	-			tRNA	tRNA	ncRNA	1	2.424036e-05	0	0	1	1	1	2	0	0	0	0	2	0	0	2	0	0	9	0	0	4.141644e-06	7.082416e-06
chr5	181241836	181241856	chr5-154	  109.70	-	ENSG00000204628	RACK1	downstream 10K|intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	4	0.0005606879	3	3	2	0	2	2	2	2	3	4	3	3	1	2	2	1	35	0	0	1.449575e-05	3.541208e-06
chr6	   933708	   933728	chr6-1689	   14.10	+			TE|unannotated	TE	TE	2	0.0001462362	1	1	0	0	1	1	1	0	0	1	1	1	0	2	2	4	16	0	0	2.070822e-06	1.770604e-06
chr6	  2341827	  2341847	chr6-69	  413.40	+	ENSG00000250903	GMDS-DT	intron|lncRNA	lncRNA	ncRNA	2	0.001346108	3	3	3	3	2	2	2	2	3	4	2	2	1	3	3	6	44	7.842112e-05	3.936336e-05	0	3.541208e-06
chr6	  2379347	  2379367	chr6-28546	    2.20	+	ENSG00000250903	GMDS-DT	intron|Other|lncRNA	lncRNA	ncRNA	3	9.562992e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	2.070822e-06	1.770604e-06
chr6	  4428053	  4428073	chr6-49	  358.70	+	ENSG00000201185	RNA5SP202		UnAn	UnAn	0	0.003974395	3	3	3	3	2	2	2	2	3	4	3	4	3	4	3	2	46	5.228075e-05	1.312112e-05	0.00015117	0.0001150893
chr6	  5260721	  5260741	chr6-303	   33.10	-	ENSG00000214113	LYRM4	5'UTR|CDS	5'UTR	5'UTR	2	9.108637e-05	3	3	3	3	0	1	1	1	1	3	0	0	0	2	1	0	22	0	1.312112e-05	0	3.541208e-06
chr6	  7251289	  7251309	chr6-449	   31.30	+	ENSG00000124782	RREB1	3'UTR	3'UTR	3'UTR	1	0.0004057848	1	3	3	3	1	1	1	1	2	2	2	1	0	2	1	3	27	2.614037e-05	1.312112e-05	0	0
chr6	  7251513	  7251533	chr6-6	  322.60	+	ENSG00000124782	RREB1	3'UTR	3'UTR	3'UTR	1	0.001333377	3	3	3	3	2	2	1	2	1	4	2	4	1	2	3	4	40	5.228075e-05	0	0	1.770604e-05
chr6	  7480951	  7480971	chr6-1540	   19.00	-				UnAn	UnAn	0	7.549449e-05	1	3	3	3	2	2	1	1	2	3	1	1	0	2	1	0	26	0	1.312112e-05	4.141644e-06	0
chr6	  7481317	  7481337	chr6-4677	   52.40	+			unannotated	UnAn	UnAn	1	0.0007361203	3	3	3	3	2	2	1	2	1	2	2	3	2	2	3	2	36	2.614037e-05	1.312112e-05	0	0
chr6	 10761699	 10761719	chr6-6468	    6.17	-			downstream 10K	DS10K	DS10K	1	0.0001050306	0	0	1	0	0	0	0	1	1	2	1	1	0	2	1	3	13	0	0	2.070822e-06	1.770604e-06
chr6	 10765449	 10765469	chr6-28937	    2.20	-	ENSG00000111837	MAK	downstream 10K|intron|TE	TE	TE	3	8.227669e-06	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr6	 10887605	 10887625	chr6-5764	  373.30	+	ENSG00000153157	SYCP2L	intron	intron	intron	1	0.002690921	3	3	3	3	2	2	2	1	1	3	4	4	3	4	2	2	42	0.000209123	9.184785e-05	6.212466e-06	1.770604e-06
chr6	 11802959	 11802979	chr6-15734	    3.08	+			TE	TE	TE	1	7.456806e-06	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr6	 13214163	 13214183	chr6-1040	   28.20	+	ENSG00000112137	PHACTR1	intron|snRNA|CDS_Retained_intron	snRNA	ncRNA	3	9.666533e-05	3	3	1	1	2	2	2	1	1	1	2	3	0	2	0	0	24	0	0	2.070822e-06	1.770604e-06
chr6	 14712592	 14712612	chr6-11656	    4.41	-	ENSG00000234261		intron|lncRNA	lncRNA	ncRNA	2	1.406109e-05	0	0	0	0	1	1	0	0	0	0	1	1	0	2	0	0	6	0	0	2.070822e-06	5.311812e-06
chr6	 16289846	 16289866	chr6-25532	    2.20	-			downstream 10K|TE	TE	TE	2	1.305029e-05	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr6	 16737834	 16737854	chr6-165	   71.40	-	ENSG00000124788	ATXN1	intron	intron	intron	1	0.0001672414	3	3	3	3	1	1	1	1	1	2	3	2	0	2	1	2	29	0	1.312112e-05	0	1.770604e-06
chr6	 18239342	 18239362	chr6-1751	   17.60	-	ENSG00000124795	DEK	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0002213611	0	0	0	1	1	1	0	0	0	2	2	2	0	2	1	3	15	0	0	2.070822e-06	5.311812e-06
chr6	 18408938	 18408958	chr6-23503	    2.20	-			unannotated	UnAn	UnAn	1	7.479322e-06	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	4	0	0	2.070822e-06	3.541208e-06
chr6	 19770916	 19770936	chr6-22874	    2.64	+			TE|Other|unannotated	TE	TE	3	9.682316e-06	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	1	6	0	0	2.070822e-06	1.770604e-06
chr6	 21530953	 21530973	chr6-13419	    3.53	+			Other|unannotated	Other	Other	2	1.214193e-05	1	0	0	0	1	1	0	0	0	0	0	1	0	2	0	1	7	0	0	4.141644e-06	1.770604e-06
chr6	 21596441	 21596461	chr6-295	   43.60	+	ENSG00000124766	SOX4	3'UTR	3'UTR	3'UTR	1	0.0001191138	2	3	3	3	0	1	0	1	0	2	0	1	0	2	0	0	18	0	1.312112e-05	0	1.770604e-06
chr6	 21597623	 21597643	chr6-122	   71.40	+	ENSG00000124766	SOX4	3'UTR|Other	3'UTR	3'UTR	2	0.0003050425	3	3	3	3	1	2	0	2	0	4	1	3	1	3	2	4	35	0	1.312112e-05	2.070822e-06	8.85302e-06
chr6	 21598211	 21598231	chr6-938	   20.70	+	ENSG00000124766	SOX4	3'UTR	3'UTR	3'UTR	1	8.203875e-05	1	3	3	3	1	2	1	0	1	2	2	2	1	2	0	1	25	0	0	2.070822e-06	1.770604e-06
chr6	 21598411	 21598431	chr6-273	   38.30	+	ENSG00000124766	SOX4	3'UTR	3'UTR	3'UTR	1	0.000134587	3	3	3	3	2	1	1	1	2	3	1	0	0	2	1	1	27	0	1.312112e-05	2.070822e-06	0
