chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	G3BP_E_S_1	G3BP_E_S_2	G3BP_E_S_3	G3BP_E_S_4	G3BP_E_S_5	G3BP_E_S_6	G3BP_E_S_7
chr4	131191988	131192008	chr4-18283	    3.97	-			unannotated	UnAn	UnAn	1	1.822624e-05	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	3	7	0	3.307693e-06	1.907189e-06	0	0	8.539856e-06	0
chr4	132528126	132528146	chr4-67	  103.60	+			unannotated	UnAn	UnAn	1	0.0004740939	3	3	3	3	2	2	1	1	1	3	2	2	1	4	2	3	36	0	5.953848e-05	5.149409e-05	0	0	0	4.480889e-05
chr4	135046944	135046964	chr4-1580	   13.70	+				UnAn	UnAn	0	5.781217e-05	0	2	3	3	0	1	0	0	0	3	1	0	0	1	0	3	17	0	0	5.721566e-06	1.127307e-05	0	0	1.49363e-05
chr4	139388225	139388245	chr4-729	   26.00	+	ENSG00000164134	NAA15	3'UTR|intron	3'UTR	3'UTR	2	0.0001508437	3	2	3	3	1	1	1	1	0	3	0	1	0	1	0	4	24	0	1.653847e-06	1.907189e-06	1.127307e-05	7.127076e-05	0	0
chr4	139507832	139507852	chr4-7169	    5.73	-	ENSG00000145391	SETD7	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	5.60343e-05	0	2	1	1	2	1	0	0	0	0	0	0	0	0	0	3	10	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	0
chr4	139697932	139697952	chr4-814	   22.90	-				UnAn	UnAn	0	0.0001097628	1	2	3	3	2	1	0	1	0	3	1	1	0	1	0	3	22	0	6.615386e-06	3.814377e-06	0	0	8.539856e-06	0
chr4	139698022	139698042	chr4-221	   50.20	-				UnAn	UnAn	0	0.000229725	1	2	3	3	1	2	1	1	1	3	0	2	1	2	0	4	27	0	1.157693e-05	9.535943e-06	1.127307e-05	3.563538e-05	0	0
chr4	143553376	143553396	chr4-812	   27.30	+	ENSG00000153147	SMARCA5	3'UTR	3'UTR	3'UTR	1	7.402268e-05	0	3	3	3	2	2	1	0	2	3	1	0	0	0	0	3	23	0	6.615386e-06	5.721566e-06	0	0	8.539856e-06	0
chr4	143553988	143554008	chr4-4	  385.60	+	ENSG00000153147	SMARCA5	3'UTR	3'UTR	3'UTR	1	0.001185632	3	3	3	3	2	2	1	2	2	4	0	3	2	1	4	6	41	0	1.323077e-05	1.907189e-05	6.763841e-05	7.127076e-05	1.707971e-05	1.49363e-05
chr4	144114458	144114478	chr4-14379	    5.73	-	ENSG00000170180	GYPA	downstream 10K|intron|lncRNA|CDS_Retained_intron	lncRNA	ncRNA	4	2.74102e-05	1	1	0	1	1	0	0	0	0	3	0	0	0	0	0	3	10	0	1.653847e-06	5.721566e-06	0	0	8.539856e-06	0
chr4	145128168	145128188	chr4-2650	    8.81	+	ENSG00000164163	ABCE1	3'UTR	3'UTR	3'UTR	1	6.690328e-05	2	1	3	3	0	1	1	0	1	3	1	0	0	0	1	3	20	0	3.307693e-06	7.628754e-06	2.254614e-05	0	0	0
chr4	145128442	145128462	chr4-1006	   19.40	+	ENSG00000164163	ABCE1	3'UTR	3'UTR	3'UTR	1	0.0001013964	2	2	3	3	1	1	1	0	1	2	0	1	0	0	0	3	20	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	0
chr4	147789998	147790018	chr4-13035	    3.97	-			unannotated	UnAn	UnAn	1	8.527895e-05	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	5	7.605141e-05	3.307693e-06	1.907189e-06	0	0	0	0
chr4	147852709	147852729	chr4-2289	   11.50	-			unannotated	UnAn	UnAn	1	0.0001193127	0	0	1	2	0	1	0	0	0	1	1	1	0	1	1	3	12	7.605141e-05	6.615386e-06	7.628754e-06	0	0	0	0
chr4	152321413	152321433	chr4-1304	   15.00	-	ENSG00000109670	FBXW7	3'UTR	3'UTR	3'UTR	1	5.295059e-05	3	3	3	2	1	2	0	0	0	4	0	0	0	0	0	3	21	0	1.653847e-06	5.721566e-06	1.127307e-05	0	0	0
chr4	154571025	154571045	chr4-220	   48.90	+	ENSG00000171564	FGB	3'UTR	3'UTR	3'UTR	1	0.0001502462	3	2	3	3	1	2	1	1	2	3	2	1	0	0	0	3	27	0	1.653847e-06	1.144313e-05	2.254614e-05	0	0	0
chr4	154604627	154604647	chr4-3265	    8.81	-	ENSG00000171557	FGG	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	3.197932e-05	0	1	2	2	1	1	0	0	1	2	0	0	0	0	0	3	13	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr4	154763633	154763653	chr4-4929	    7.05	-	ENSG00000249041		intron|lncRNA	lncRNA	ncRNA	2	3.477822e-05	0	0	0	0	1	1	0	0	0	1	1	2	0	1	1	3	11	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr4	155031438	155031458	chr4-15411	    3.53	+			unannotated	UnAn	UnAn	1	5.487739e-05	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	3	7	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	0
chr4	156762606	156762626	chr4-91	   67.00	-	ENSG00000145431	PDGFC	3'UTR	3'UTR	3'UTR	1	0.0002402752	3	3	3	3	2	2	1	1	0	3	0	1	1	2	1	3	29	0	3.307693e-06	7.628754e-06	0	0	2.561957e-05	0
chr4	158254450	158254470	chr4-20	  300.10	+	ENSG00000164124	TMEM144	3'UTR|Other	3'UTR	3'UTR	2	0.0008313907	3	3	3	3	2	2	1	2	1	3	2	1	0	2	2	3	33	0	3.307693e-05	2.479345e-05	0	0	8.539856e-06	0
chr4	158279666	158279686	chr4-4521	    6.61	+				UnAn	UnAn	0	2.834826e-05	0	0	1	2	0	2	1	0	0	2	0	0	0	0	0	3	11	0	4.96154e-06	3.814377e-06	1.127307e-05	0	0	0
chr4	159358748	159358768	chr4-1305	   15.40	+	ENSG00000109756	RAPGEF2	3'UTR	3'UTR	3'UTR	1	4.992602e-05	1	3	2	2	0	2	1	1	1	2	0	0	0	0	1	3	19	0	3.307693e-06	1.907189e-06	1.127307e-05	0	0	0
chr4	159358748	159358768	chr4-1305	   15.40	+	ENSG00000109756	RAPGEF2	3'UTR	3'UTR	3'UTR	1	4.992602e-05	1	3	2	2	0	2	1	1	1	2	0	0	0	0	1	3	19	0	3.307693e-06	1.907189e-06	1.127307e-05	0	0	0
chr4	159359158	159359178	chr4-72	   91.70	+	ENSG00000109756	RAPGEF2	3'UTR|Other	3'UTR	3'UTR	2	0.000486255	3	3	3	3	2	2	2	1	2	4	1	3	2	3	1	5	40	7.605141e-05	2.315385e-05	1.907189e-05	2.254614e-05	0	4.269928e-05	0
chr4	159359158	159359178	chr4-72	   91.70	+	ENSG00000109756	RAPGEF2	3'UTR|Other	3'UTR	3'UTR	2	0.000486255	3	3	3	3	2	2	2	1	2	4	1	3	2	3	1	5	40	7.605141e-05	2.315385e-05	1.907189e-05	2.254614e-05	0	4.269928e-05	0
chr4	165333583	165333603	chr4-37	  229.60	+	ENSG00000052802	MSMO1	CDS|intron	CDS	CDS	2	0.0007372148	3	3	3	3	2	2	1	1	2	5	3	3	0	3	2	4	40	0	6.615386e-06	1.144313e-05	3.38192e-05	0	8.539856e-06	0
chr4	165342310	165342330	chr4-684	   23.40	+	ENSG00000052802	MSMO1	3'UTR	3'UTR	3'UTR	1	9.744791e-05	2	3	3	3	2	1	1	0	1	3	0	0	0	0	0	3	22	0	0	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr4	165342372	165342392	chr4-14	  483.90	+	ENSG00000052802	MSMO1	3'UTR	3'UTR	3'UTR	1	0.001172587	3	3	3	3	2	2	1	1	2	3	0	0	2	1	2	4	32	0	6.615386e-06	7.628754e-06	0	3.563538e-05	8.539856e-06	0
chr4	165342974	165342994	chr4-308	   39.20	+	ENSG00000052802	MSMO1	3'UTR	3'UTR	3'UTR	1	0.0003809439	3	2	3	3	2	2	1	1	2	3	1	1	1	0	2	3	30	0	4.96154e-06	1.144313e-05	1.127307e-05	0	0	0
chr4	169096236	169096256	chr4-24	  134.40	-	ENSG00000154447	SH3RF1	3'UTR	3'UTR	3'UTR	1	0.0004138346	3	3	3	3	2	2	2	1	2	3	1	1	1	1	2	6	36	0	3.307693e-06	7.628754e-06	2.254614e-05	3.563538e-05	8.539856e-06	1.49363e-05
chr4	169231583	169231603	chr4-1830	   26.90	+			Other|unannotated	Other	Other	2	0.0001924327	0	0	0	0	1	2	1	1	1	3	2	1	0	2	2	3	19	0	6.615386e-06	3.814377e-06	0	0	0	8.961778e-05
chr4	169921164	169921184	chr4-25548	    3.53	+				UnAn	UnAn	0	6.610198e-05	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	3	7	0	0	0	1.127307e-05	3.563538e-05	0	1.49363e-05
chr4	173331727	173331747	chr4-1124	   19.80	-	ENSG00000164104	HMGB2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001506727	3	2	2	3	1	2	1	0	0	4	1	0	0	1	1	3	24	0	4.96154e-06	1.907189e-06	0	0	2.561957e-05	0
chr4	173331797	173331817	chr4-33	  141.00	-	ENSG00000164104	HMGB2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.000432318	3	3	3	3	2	2	1	1	2	3	2	2	0	2	3	3	35	0	9.92308e-06	1.144313e-05	1.127307e-05	0	0	0
chr4	173615475	173615495	chr4-727	   31.30	-				UnAn	UnAn	0	0.0001426212	3	2	3	3	1	2	0	1	0	3	0	2	0	0	1	3	24	0	3.307693e-06	0	1.127307e-05	3.563538e-05	0	0
chr4	173615673	173615693	chr4-587	   36.10	-				UnAn	UnAn	0	0.0001683341	2	3	3	3	1	2	2	1	1	3	0	1	0	1	1	4	28	0	3.307693e-06	1.907189e-06	3.38192e-05	3.563538e-05	0	0
chr4	173615714	173615734	chr4-1692	   16.30	-				UnAn	UnAn	0	0.0001644188	2	3	3	3	2	2	1	1	2	3	1	2	0	1	2	3	31	0	3.307693e-06	0	2.254614e-05	0	0	1.49363e-05
chr4	176328451	176328471	chr4-10	  360.90	+	ENSG00000129128	SPCS3	3'UTR|Other	3'UTR	3'UTR	2	0.001038371	3	3	3	3	2	2	1	1	2	3	3	3	1	1	3	4	38	0	1.819231e-05	3.051502e-05	0	0	1.707971e-05	7.468148e-05
chr4	176329064	176329084	chr4-93	   88.60	+	ENSG00000129128	SPCS3	3'UTR	3'UTR	3'UTR	1	0.0003018059	3	3	3	3	2	2	1	1	2	3	0	0	1	0	0	3	27	7.605141e-05	1.653847e-06	1.907189e-06	0	0	0	0
chr4	176331232	176331252	chr4-900	   34.80	+	ENSG00000129128	SPCS3	3'UTR	3'UTR	3'UTR	1	8.621459e-05	3	3	3	3	2	0	1	0	0	1	0	0	0	0	0	3	19	0	1.653847e-06	1.907189e-06	2.254614e-05	0	0	0
chr4	176331598	176331618	chr4-49	  125.20	+	ENSG00000129128	SPCS3	3'UTR	3'UTR	3'UTR	1	0.0003069051	3	3	3	3	2	1	1	1	1	3	0	0	0	1	0	3	25	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr4	176540089	176540109	chr4-1041	   22.50	-			unannotated	UnAn	UnAn	1	0.000258859	1	1	2	1	1	1	0	0	0	3	1	2	0	2	4	3	22	0	1.488462e-05	2.479345e-05	0	0	8.539856e-06	0
chr4	176540094	176540114	chr4-2291	   11.00	+			Other|unannotated	Other	Other	2	5.938668e-05	1	0	1	1	1	1	0	0	0	2	2	1	0	0	3	3	16	0	4.96154e-06	9.535943e-06	0	0	0	1.49363e-05
chr4	182559135	182559155	chr4-4630	    8.37	-			unannotated	UnAn	UnAn	1	4.497902e-05	0	0	0	1	1	1	0	0	0	1	1	1	0	2	1	3	12	0	4.96154e-06	5.721566e-06	0	0	0	1.49363e-05
chr4	185517359	185517379	chr4-8408	    4.85	-	ENSG00000154553	PDLIM3	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	2.544e-05	0	0	0	1	1	1	0	0	0	2	0	1	0	0	0	3	9	0	3.307693e-06	3.814377e-06	0	0	8.539856e-06	0
chr5	    98840	    98860	chr5-7452	    7.49	-			TE|unannotated	TE	TE	2	4.008511e-05	0	0	0	1	1	1	1	0	0	2	0	0	0	0	1	3	10	0	3.307693e-06	7.628754e-06	0	0	8.539856e-06	0
chr5	   992322	   992342	chr5-1901	   21.20	-	ENSG00000215246	LINC02982	intron|lncRNA	lncRNA	ncRNA	2	0.0002337565	1	3	2	3	1	1	0	0	0	2	1	1	0	0	1	4	20	0.0001521028	1.653847e-06	1.71647e-05	0	0	0	2.987259e-05
chr5	  6368356	  6368376	chr5-3898	   10.60	+			TE|unannotated	TE	TE	2	0.0001115518	1	0	2	0	1	1	0	0	0	2	1	2	0	1	2	3	16	7.605141e-05	4.96154e-06	5.721566e-06	0	0	0	0
chr5	  6599272	  6599292	chr5-1200	   22.90	-	ENSG00000037474	NSUN2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001070905	1	3	2	3	1	2	1	0	0	2	0	1	0	1	1	3	21	0	3.307693e-06	0	1.127307e-05	3.563538e-05	0	0
chr5	  7573601	  7573621	chr5-6915	    6.61	-			Other|unannotated	Other	Other	2	0.0001073283	1	0	1	0	1	1	0	0	0	1	1	0	0	2	1	3	12	7.605141e-05	0	5.721566e-06	0	0	8.539856e-06	0
chr5	  9601867	  9601887	chr5-10492	    4.41	+			Other|unannotated	Other	Other	2	2.773258e-05	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	3	6	0	4.96154e-06	3.814377e-06	0	0	0	1.49363e-05
chr5	 10357214	 10357234	chr5-19466	    2.64	-				UnAn	UnAn	0	1.406124e-05	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	3	6	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr5	 10436514	 10436534	chr5-1417	   16.70	+	ENSG00000145495	MARCHF6	3'UTR|intron	3'UTR	3'UTR	2	8.701967e-05	2	2	3	3	2	2	1	1	1	2	1	0	0	1	1	3	25	0	1.653847e-06	0	1.127307e-05	0	8.539856e-06	0
chr5	 12261745	 12261765	chr5-9377	    8.81	-			TE|unannotated	TE	TE	2	3.574769e-05	0	0	3	0	1	1	0	0	0	1	1	0	0	1	0	3	11	0	6.615386e-06	1.907189e-06	0	0	0	1.49363e-05
chr5	 12708914	 12708934	chr5-6652	    6.17	+	ENSG00000248131	LINC01194	intron|TE|lncRNA	lncRNA	ncRNA	3	9.9808e-05	0	0	1	0	1	1	0	0	0	0	1	0	0	2	1	3	10	7.605141e-05	3.307693e-06	3.814377e-06	0	0	0	0
chr5	 14396645	 14396665	chr5-5218	   11.00	+	ENSG00000038382	TRIO	intron|CDS_Retained_intron	CDS_RI	intron	2	5.805991e-05	0	2	3	2	2	0	0	0	0	1	0	0	0	0	1	3	14	0	1.653847e-06	1.907189e-06	0	3.563538e-05	0	0
chr5	 14651702	 14651722	chr5-89	  101.40	-				UnAn	UnAn	0	0.0004252373	3	3	3	3	1	2	1	2	2	3	2	1	0	3	3	4	36	0	4.796155e-05	5.530847e-05	0	0	8.539856e-06	2.987259e-05
chr5	 14651835	 14651855	chr5-563	   29.50	-				UnAn	UnAn	0	0.0001223067	1	3	3	3	2	2	0	1	2	2	1	1	0	2	1	5	29	0	1.653847e-06	1.525751e-05	1.127307e-05	0	8.539856e-06	1.49363e-05
chr5	 14796325	 14796345	chr5-2509	   11.00	-	ENSG00000154122	ANKH	intron|CDS_Retained_intron	CDS_RI	intron	2	9.074018e-05	2	1	3	1	1	1	1	0	0	2	0	0	1	2	1	3	19	0	1.653847e-06	5.721566e-06	0	0	0	1.49363e-05
chr5	 14796437	 14796457	chr5-4288	    8.37	-	ENSG00000154122	ANKH	intron|CDS_Retained_intron	CDS_RI	intron	2	9.172548e-05	1	2	0	3	0	1	0	0	0	2	0	0	0	0	0	3	12	0	3.307693e-06	3.814377e-06	0	0	0	1.49363e-05
chr5	 15634319	 15634339	chr5-5854	    6.61	-			TE|unannotated	TE	TE	2	0.0001029681	0	0	1	1	1	1	0	0	0	0	1	0	0	0	2	3	10	7.605141e-05	4.96154e-06	9.535943e-06	0	0	0	0
chr5	 16787609	 16787629	chr5-3389	    9.25	+			Other|unannotated	Other	Other	2	0.0001210047	0	0	0	1	1	1	0	1	0	1	2	0	1	2	1	3	14	7.605141e-05	1.653847e-06	3.814377e-06	0	0	0	0
chr5	 18465314	 18465334	chr5-4882	    8.37	+			Other|unannotated	Other	Other	2	9.68105e-05	0	2	1	0	1	1	0	0	0	3	0	0	1	1	0	3	13	0	3.307693e-06	3.814377e-06	0	0	8.539856e-06	0
chr5	 21114370	 21114390	chr5-7649	    5.29	-			Other|unannotated	Other	Other	2	2.283641e-05	0	2	1	0	1	0	0	0	0	1	0	1	0	0	1	3	10	0	1.653847e-06	3.814377e-06	0	0	8.539856e-06	0
chr5	 21884518	 21884538	chr5-1233	   24.20	+				UnAn	UnAn	0	6.0356e-05	0	2	3	3	0	1	0	0	0	2	0	0	0	0	2	3	16	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr5	 23803680	 23803700	chr5-29086	    2.20	-			unannotated	UnAn	UnAn	1	1.677498e-05	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	5	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr5	 31329444	 31329464	chr5-14782	    3.97	+			downstream 10K|Other	Other	Other	2	8.790573e-05	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	3	6	7.605141e-05	4.96154e-06	1.907189e-06	0	0	0	0
chr5	 31405775	 31405795	chr5-3923	    9.70	-	ENSG00000113360	DROSHA	intron|CDS_Retained_intron	CDS_RI	intron	2	3.871016e-05	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	3	9	0	6.615386e-06	9.535943e-06	0	0	8.539856e-06	0
chr5	 31553472	 31553492	chr5-201	   48.50	+	ENSG00000082213	C5orf22	3'UTR	3'UTR	3'UTR	1	0.0001618342	3	1	3	3	1	2	0	0	1	3	0	0	0	0	1	3	21	0	8.269233e-06	1.144313e-05	0	0	8.539856e-06	0
chr5	 32601229	 32601249	chr5-570	   31.30	+	ENSG00000113387	SUB1	3'UTR	3'UTR	3'UTR	1	0.0001243055	2	3	3	2	1	1	1	1	1	3	0	0	1	0	0	3	22	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr5	 32603907	 32603927	chr5-60	   94.80	+	ENSG00000113387	SUB1	3'UTR	3'UTR	3'UTR	1	0.0003569659	2	3	3	3	1	2	1	2	1	3	0	0	0	1	2	4	28	0	1.653847e-05	5.721566e-06	1.127307e-05	0	0	2.987259e-05
chr5	 33261623	 33261643	chr5-17207	    3.08	+	ENSG00000251443	LINC02160	intron|lncRNA	lncRNA	ncRNA	2	2.366092e-05	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	3	7	0	1.653847e-06	1.907189e-06	0	0	0	1.49363e-05
chr5	 34186495	 34186515	chr5-2773	   12.30	-	ENSG00000215158	GUSBP18	intron|TE|lncRNA	lncRNA	ncRNA	3	0.0002064011	1	1	1	1	1	1	0	0	0	1	0	0	0	1	2	4	14	0.0001521028	4.96154e-06	1.525751e-05	0	0	1.707971e-05	0
chr5	 34802314	 34802334	chr5-442	   82.40	+	ENSG00000039560	RAI14	downstream 10K|intron	intron	intron	2	0.0003343012	3	3	3	2	2	2	1	1	3	3	2	2	2	2	1	3	35	0	1.653847e-06	0	0	3.563538e-05	8.539856e-06	0
chr5	 36102614	 36102634	chr5-718	   30.00	-	ENSG00000164187	LMBRD2	3'UTR	3'UTR	3'UTR	1	0.0001887208	3	2	3	3	1	2	0	1	2	2	1	2	0	2	1	3	28	0	0	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr5	 36183007	 36183027	chr5-91	  124.70	+	ENSG00000145604	SKP2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0003921633	3	3	3	3	2	2	1	1	1	4	1	2	1	1	2	4	34	0	1.157693e-05	2.670064e-05	2.254614e-05	0	8.539856e-06	0
chr5	 36183225	 36183245	chr5-171	  116.80	+	ENSG00000145604	SKP2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0004346114	3	3	3	3	2	2	2	0	3	4	0	3	0	1	2	6	37	0	1.323077e-05	1.144313e-05	1.127307e-05	3.563538e-05	8.539856e-06	1.49363e-05
chr5	 36183612	 36183632	chr5-3879	   10.10	+	ENSG00000145604	SKP2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	8.445929e-05	2	1	3	3	1	2	0	0	0	1	0	0	0	0	0	4	17	0	1.653847e-06	1.907189e-06	2.254614e-05	3.563538e-05	0	0
chr5	 36183687	 36183707	chr5-186	   61.30	+	ENSG00000145604	SKP2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.000214919	3	3	3	3	2	1	1	0	1	3	0	1	0	0	2	3	26	0	1.323077e-05	3.432939e-05	0	0	0	1.49363e-05
chr5	 36183749	 36183769	chr5-950	   30.00	+	ENSG00000145604	SKP2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0002334725	1	3	3	3	2	2	1	1	1	4	0	3	0	0	2	3	29	0	3.307693e-06	1.907189e-06	0	0	0	1.49363e-05
chr5	 36193294	 36193314	chr5-1959	   15.00	-	ENSG00000152620	NADK2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	4.602564e-05	1	2	3	3	0	1	0	0	0	2	0	0	0	0	0	3	15	0	1.653847e-06	1.907189e-06	0	0	0	1.49363e-05
chr5	 36193461	 36193481	chr5-16	  464.10	-	ENSG00000152620	NADK2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001132007	3	3	3	3	1	2	0	1	3	4	0	1	1	1	2	4	32	0	3.307693e-06	7.628754e-06	3.38192e-05	0	5.977899e-05	0
chr5	 36193547	 36193567	chr5-139	   62.60	-	ENSG00000152620	NADK2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.000243396	2	3	3	3	2	2	1	1	2	3	1	0	1	1	0	3	28	0	1.488462e-05	9.535943e-06	2.254614e-05	0	0	0
chr5	 36194103	 36194123	chr5-435	   33.10	-	ENSG00000152620	NADK2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001145725	1	3	3	3	0	2	1	0	1	3	1	1	0	0	0	3	22	0	1.653847e-06	1.71647e-05	0	0	8.539856e-06	0
chr5	 36651139	 36651159	chr5-936	   29.50	+	ENSG00000079215	SLC1A3	intron|Other|CDS_Retained_intron	Other	Other	3	0.0008136617	2	0	2	3	1	1	0	1	0	2	2	1	0	2	3	3	23	0.0002281542	1.653847e-05	1.907189e-05	0	0	0	0
chr5	 37291563	 37291583	chr5-344	   57.30	-	ENSG00000113569	NUP155	3'UTR	3'UTR	3'UTR	1	0.0002990924	3	3	3	3	1	1	1	2	1	3	2	1	0	0	3	4	31	0	3.307693e-06	1.907189e-06	4.509227e-05	0	8.539856e-06	0
chr5	 37291695	 37291715	chr5-48	  168.40	-	ENSG00000113569	NUP155	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0005914867	3	3	3	3	2	2	1	2	2	5	2	1	1	1	2	4	37	7.605141e-05	4.96154e-06	5.721566e-06	1.127307e-05	0	0	0
chr5	 37291753	 37291773	chr5-869	   31.30	-	ENSG00000113569	NUP155	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001386532	2	2	3	3	2	1	1	1	1	3	0	0	0	0	1	3	23	0	3.307693e-06	0	2.254614e-05	3.563538e-05	0	0
chr5	 38480755	 38480775	chr5-310	   40.10	-	ENSG00000113594	LIFR	3'UTR	3'UTR	3'UTR	1	0.0001513927	2	3	3	3	1	1	2	1	2	3	0	0	0	1	0	3	25	0	3.307693e-06	7.628754e-06	2.254614e-05	0	0	0
chr5	 38940114	 38940134	chr5-109	  149.80	-	ENSG00000164327	RICTOR	3'UTR	3'UTR	3'UTR	1	0.0004482552	3	3	3	3	2	2	1	2	1	4	0	3	1	2	2	4	36	0	6.615386e-06	0	3.38192e-05	3.563538e-05	8.539856e-06	0
chr5	 40714579	 40714599	chr5-1213	   16.30	-	ENSG00000113638	TTC33	3'UTR|intron	3'UTR	3'UTR	2	4.336674e-05	0	3	2	3	2	1	1	0	0	2	0	0	0	0	0	3	17	0	3.307693e-06	1.907189e-06	1.127307e-05	0	0	0
chr5	 40714739	 40714759	chr5-1182	   23.40	-	ENSG00000113638	TTC33	3'UTR|intron	3'UTR	3'UTR	2	9.306352e-05	1	3	3	3	0	2	0	0	0	2	0	1	0	1	1	3	20	0	3.307693e-06	1.907189e-06	0	3.563538e-05	0	0
chr5	 40759954	 40759974	chr5-2941	   12.80	-	ENSG00000132356	PRKAA1	3'UTR	3'UTR	3'UTR	1	4.974917e-05	1	1	3	3	1	2	1	1	0	3	1	0	0	0	0	3	20	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr5	 41917615	 41917635	chr5-1166	   23.40	+	ENSG00000205765	RIMOC1	3'UTR	3'UTR	3'UTR	1	0.0001127542	0	3	3	3	2	2	1	1	0	2	0	1	0	0	1	4	23	0	1.653847e-06	5.721566e-06	2.254614e-05	3.563538e-05	0	0
chr5	 41918060	 41918080	chr5-4066	    9.70	+	ENSG00000205765	RIMOC1	3'UTR	3'UTR	3'UTR	1	4.207394e-05	0	2	3	1	0	1	0	1	0	1	0	1	0	0	0	3	13	0	1.653847e-06	0	1.127307e-05	0	8.539856e-06	0
chr5	 41921448	 41921468	chr5-22	  198.30	+	ENSG00000205765	RIMOC1	3'UTR	3'UTR	3'UTR	1	0.0007073366	3	3	3	3	2	2	1	2	2	5	0	2	1	3	2	4	38	0	1.323077e-05	2.479345e-05	4.509227e-05	3.563538e-05	0	0
chr5	 42800521	 42800541	chr5-716	   32.60	-	ENSG00000250722	SELENOP	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0002061492	1	3	3	3	1	2	1	1	1	3	1	1	1	2	0	3	27	0	1.653847e-06	1.907189e-06	3.38192e-05	0	0	0
chr5	 43289813	 43289833	chr5-98	   99.20	-	ENSG00000112972	HMGCS1	3'UTR	3'UTR	3'UTR	1	0.0002642532	3	3	3	3	2	1	1	1	1	3	2	1	0	0	2	3	29	0	1.323077e-05	9.535943e-06	0	0	0	1.49363e-05
chr5	 43289905	 43289925	chr5-104	  101.80	-	ENSG00000112972	HMGCS1	3'UTR	3'UTR	3'UTR	1	0.0002747591	3	3	3	3	2	2	1	0	1	3	0	2	0	1	0	3	27	0	6.615386e-06	1.907189e-06	0	3.563538e-05	0	0
chr5	 43290073	 43290093	chr5-4	 1791.50	-	ENSG00000112972	HMGCS1	3'UTR	3'UTR	3'UTR	1	0.005095361	3	3	3	3	2	2	2	2	2	5	3	4	3	3	3	7	50	7.605141e-05	0.0001935001	0.0001487607	0.0001014576	7.127076e-05	5.977899e-05	0.0001792356
chr5	 43290221	 43290241	chr5-69	  265.80	-	ENSG00000112972	HMGCS1	3'UTR	3'UTR	3'UTR	1	0.00067607	3	3	3	3	2	2	1	2	2	5	2	2	0	2	3	3	38	0	9.92308e-06	2.288626e-05	0	0	0	1.49363e-05
