chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	G3BP_E_M_1	G3BP_E_M_2	G3BP_E_M_3	G3BP_E_M_4	G3BP_E_M_5	G3BP_E_M_6
chr7	 26212649	 26212669	chr7-15	  321.30	+	ENSG00000122565	CBX3	3'UTR	3'UTR	3'UTR	1	0.001002952	3	3	3	3	2	2	2	2	3	5	2	3	0	4	3	4	44	0	1.322052e-05	0	0	8.975694e-06	1.05907e-05
chr7	 30301699	 30301719	chr7-2277	   20.70	+	ENSG00000180233	ZNRF2	intron|Other	Other	Other	2	0.000393575	1	0	0	2	1	1	0	0	0	1	2	2	0	2	3	4	19	0.0001579779	1.983078e-05	0	0	0	5.295348e-06
chr7	 50469252	 50469272	chr7-1475	   24.70	+			Other|unannotated	Other	Other	2	0.0005670444	2	1	1	2	1	1	1	0	0	2	1	1	0	1	3	5	22	0.0001579779	6.610259e-06	0	0	0	4.236278e-06
chr7	 55732632	 55732652	chr7-19	  364.90	+				UnAn	UnAn	0	0.001289795	3	3	3	3	2	2	1	1	2	4	1	1	3	3	4	5	41	0	4.627181e-05	6.775068e-05	0	5.983796e-06	2.012232e-05
chr7	 69779047	 69779067	chr7-435	   44.10	+	ENSG00000158321	AUTS2	intron|Other	Other	Other	2	0.0002067223	1	2	2	2	1	1	0	1	0	2	2	2	0	2	3	3	24	0	3.30513e-05	0	0	8.975694e-06	3.177209e-06
chr7	 70844453	 70844473	chr7-54	  189.50	+			Other	Other	Other	1	0.0006478049	3	3	3	3	2	2	1	2	1	5	2	3	0	1	3	4	38	0	6.610259e-06	6.775068e-05	0	0	5.295348e-06
chr7	 73182219	 73182239	chr7-5221	    6.61	+	ENSG00000233369	GTF2IP4	intron	intron	intron	1	2.336105e-05	2	2	1	2	0	2	0	0	0	0	1	0	0	0	3	0	13	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr7	 73440480	 73440500	chr7-14	  299.70	-	ENSG00000009954	BAZ1B	3'UTR	3'UTR	3'UTR	1	0.0007744849	3	3	3	3	2	2	1	0	1	3	0	0	0	1	3	4	29	0	0	6.775068e-05	0	1.495949e-05	9.531626e-06
chr7	 74735604	 74735624	chr7-16276	    3.08	+	ENSG00000263001	GTF2I	intron|CDS_Retained_intron	CDS_RI	intron	2	1.573986e-05	1	0	0	1	0	1	0	0	0	0	1	0	0	0	3	0	7	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr7	 76327196	 76327216	chr7-21	  196.10	-	ENSG00000170027	YWHAG	3'UTR	3'UTR	3'UTR	1	0.0007697769	3	3	3	3	2	2	2	1	3	3	2	1	2	1	3	4	38	0	6.610259e-06	0	0	1.495949e-05	1.906325e-05
chr7	 76328004	 76328024	chr7-64	  171.90	-	ENSG00000170027	YWHAG	3'UTR	3'UTR	3'UTR	1	0.0006548007	3	3	3	3	2	2	1	2	1	3	2	2	1	1	3	6	38	0.0001579779	0	0	0	2.991898e-06	1.05907e-06
chr7	 76601495	 76601515	chr7-316	   61.30	+	ENSG00000290873	LINC03009	intron|lncRNA	lncRNA	ncRNA	2	0.0001719082	3	3	3	3	1	2	1	2	2	4	1	1	0	1	3	0	30	0	1.322052e-05	0	0	5.983796e-06	1.05907e-06
chr7	 81333707	 81333727	chr7-728	   38.30	+				UnAn	UnAn	0	0.0002634156	0	0	2	1	2	2	1	1	2	3	2	3	2	3	3	1	28	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr7	 93652442	 93652462	chr7-90	   77.10	+	ENSG00000127928	GNGT1	intron	intron	intron	1	0.0002931341	3	3	3	3	2	2	1	1	3	5	3	0	0	0	3	0	32	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr7	 93725342	 93725362	chr7-65	   93.00	+	ENSG00000127928	GNGT1	intron|Other	Other	Other	2	0.000243248	3	3	3	3	2	2	1	1	2	3	2	1	0	1	3	0	30	0	6.610259e-06	0	0	2.991898e-06	4.236278e-06
chr7	 94667832	 94667852	chr7-197	   65.70	+	ENSG00000242265	PEG10	3'UTR|intron	3'UTR	3'UTR	2	0.0003921318	3	3	3	3	2	1	1	0	1	3	0	1	1	1	3	2	28	0.0001579779	3.966155e-05	0	0	0	1.05907e-06
chr7	 94668397	 94668417	chr7-16	  260.00	+	ENSG00000242265	PEG10	3'UTR|intron	3'UTR	3'UTR	2	0.0009373443	3	3	3	3	2	2	2	2	1	4	1	4	0	1	4	5	40	0	3.30513e-05	6.775068e-05	0	2.991898e-06	2.118139e-06
chr7	 98207521	 98207541	chr7-17	  194.80	+	ENSG00000164715	LMTK2	3'UTR	3'UTR	3'UTR	1	0.0006646485	3	3	3	3	2	2	1	1	2	4	0	1	2	1	3	3	34	0	2.644104e-05	0	0	2.991898e-06	3.177209e-06
chr7	 99093591	 99093611	chr7-475	   36.60	-	ENSG00000198742	SMURF1	intron	intron	intron	1	0.0001092045	3	3	3	3	2	2	0	2	2	3	0	2	0	0	3	0	28	0	6.610259e-06	0	0	5.983796e-06	1.05907e-06
chr7	 99187801	 99187821	chr7-515	   42.30	+			Other|unannotated	Other	Other	2	0.0006336111	2	3	3	2	1	1	0	0	0	1	1	2	0	2	3	3	24	0.0003159558	3.30513e-05	0	0	0	4.236278e-06
chr7	100036850	100036870	chr7-140	   74.00	+	ENSG00000106261	ZKSCAN1	3'UTR	3'UTR	3'UTR	1	0.0004837134	3	3	3	3	2	1	1	1	2	3	2	1	0	1	3	3	32	0	0	0	0.0002145002	5.983796e-06	3.177209e-06
chr7	100681486	100681506	chr7-26	  287.80	-	ENSG00000146830	GIGYF1	3'UTR	3'UTR	3'UTR	1	0.0006272386	3	3	3	3	2	2	0	2	1	2	2	1	0	1	3	2	30	0	1.983078e-05	0	0	1.196759e-05	8.472557e-06
chr7	107770167	107770187	chr7-437	   59.50	-	ENSG00000091138	SLC26A3	downstream 10K|intron|TE	TE	TE	3	0.0007893335	1	1	2	2	1	1	0	0	0	3	2	1	0	2	3	4	23	0.0003159558	3.30513e-05	0	0	0	3.177209e-06
chr7	112464036	112464056	chr7-4004	   11.50	-			unannotated	UnAn	UnAn	1	0.0002893226	0	1	1	1	1	0	0	0	0	3	1	1	0	2	3	4	18	0.0001579779	6.610259e-06	0	0	0	2.118139e-06
chr7	112882765	112882785	chr7-2742	   13.20	+	ENSG00000223646	LINC03076	intron|Other|lncRNA	lncRNA	ncRNA	3	0.0002158778	0	1	0	1	1	0	0	0	0	0	1	2	0	1	3	2	12	0.0001579779	1.983078e-05	0	0	0	1.05907e-06
chr7	116918453	116918473	chr7-306	   44.10	+	ENSG00000198898	CAPZA2	3'UTR	3'UTR	3'UTR	1	0.000276187	3	3	3	3	1	1	2	1	0	4	0	1	0	1	3	4	30	0	0	6.775068e-05	0	5.983796e-06	1.05907e-06
chr7	116918678	116918698	chr7-12	  286.50	+	ENSG00000198898	CAPZA2	3'UTR	3'UTR	3'UTR	1	0.0007513451	3	3	3	3	2	2	1	2	1	3	2	1	1	3	3	4	37	0	6.610259e-06	0	0	5.983796e-06	5.295348e-06
chr7	119648640	119648660	chr7-59	  206.70	-	ENSG00000225546	LINC02476	intron|lncRNA	lncRNA	ncRNA	2	0.0005089756	3	3	3	3	2	2	1	1	2	4	3	2	0	1	3	1	34	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr7	119738063	119738083	chr7-1926	   14.50	-	ENSG00000225546	LINC02476	intron|lncRNA	lncRNA	ncRNA	2	0.0001311793	2	3	3	1	1	1	0	0	1	2	1	1	0	0	3	1	20	0	0	6.775068e-05	0	2.991898e-06	2.118139e-06
chr7	119788811	119788831	chr7-462	   43.20	-	ENSG00000225546	LINC02476	intron|lncRNA	lncRNA	ncRNA	2	0.0004296683	3	3	3	3	2	2	1	2	2	3	3	4	0	0	4	1	36	0	6.610259e-06	0	0.0002145002	2.991898e-06	1.05907e-06
chr7	119798618	119798638	chr7-6	  538.60	-	ENSG00000225546	LINC02476	intron|lncRNA	lncRNA	ncRNA	2	0.001601722	3	3	3	3	2	2	1	1	3	3	3	3	1	2	3	3	39	0	6.610259e-06	0	0.0002145002	0	1.482697e-05
chr7	121563027	121563047	chr7-22612	    5.73	+			unannotated	UnAn	UnAn	1	0.0002290912	1	0	1	0	2	1	0	1	0	0	1	0	0	0	3	0	10	0	0	0	0.0002145002	2.991898e-06	3.177209e-06
chr7	123683353	123683373	chr7-67	  108.90	-	ENSG00000106299	WASL	3'UTR	3'UTR	3'UTR	1	0.0004529901	3	3	3	3	2	2	1	1	1	3	1	0	0	1	3	5	32	0	1.322052e-05	0	0	1.495949e-05	7.413487e-06
chr7	128770780	128770800	chr7-245	  108.40	+	ENSG00000128595	CALU	3'UTR|intron	3'UTR	3'UTR	2	0.0005112566	3	3	3	3	1	1	1	2	1	3	2	0	1	1	3	4	32	0	1.322052e-05	0.0001355014	0	5.983796e-06	0
chr7	128771295	128771315	chr7-5	 1166.10	+	ENSG00000128595	CALU	3'UTR|intron|Other	3'UTR	3'UTR	3	0.00381221	3	3	3	3	2	2	2	2	2	4	3	4	3	3	5	6	50	0	3.30513e-05	0.0001355014	0.0002145002	2.094329e-05	2.541767e-05
chr7	131488068	131488088	chr7-51	  151.60	+	ENSG00000128585	MKLN1	3'UTR	3'UTR	3'UTR	1	0.000464892	3	3	3	3	2	2	1	2	2	4	1	1	0	0	3	4	34	0	0	6.775068e-05	0	1.196759e-05	9.531626e-06
chr7	134291766	134291786	chr7-285	   85.10	-	ENSG00000205060	SLC35B4	3'UTR	3'UTR	3'UTR	1	0.0005062157	3	3	3	3	2	2	1	1	1	3	1	1	1	2	4	2	33	0	6.610259e-06	0	0.0002145002	2.991898e-06	2.118139e-06
chr7	136938883	136938903	chr7-236	   78.40	+	ENSG00000181072	CHRM2	intron	intron	intron	1	0.0004254137	2	3	3	3	1	1	1	0	2	4	1	1	0	0	4	4	30	0	5.949233e-05	6.775068e-05	0	2.991898e-06	1.05907e-06
chr7	137879157	137879177	chr7-107	   95.60	-	ENSG00000182158	CREB3L2	3'UTR	3'UTR	3'UTR	1	0.0003138283	2	3	3	3	2	2	1	1	1	4	0	1	0	1	3	4	31	0	2.644104e-05	0	0	5.983796e-06	7.413487e-06
chr7	139301721	139301741	chr7-60	   91.20	+	ENSG00000157741	UBN2	3'UTR|Other|CDS_Retained_intron	3'UTR	3'UTR	3	0.0003308479	3	3	3	3	2	2	2	0	2	3	2	2	1	2	3	4	37	0	1.322052e-05	0	0	5.983796e-06	4.236278e-06
chr7	139340732	139340752	chr7-4257	   39.20	+	ENSG00000146963	LUC7L2	intron|tRNA	tRNA	ncRNA	2	0.0003184229	3	2	3	3	2	2	0	1	3	2	2	1	2	1	3	0	30	0	0	6.775068e-05	0	2.991898e-06	1.05907e-06
chr7	139376393	139376413	chr7-2674	   13.70	+	ENSG00000146963	LUC7L2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0001142761	3	2	2	3	1	1	1	1	1	2	0	1	0	0	3	0	21	0	0	6.775068e-05	0	2.991898e-06	1.05907e-06
chr7	139534769	139534789	chr7-62	   89.00	+	ENSG00000236279	CLEC2L	intron	intron	intron	1	0.0005335338	3	3	3	3	2	2	2	1	2	4	3	3	1	2	3	4	41	0	2.644104e-05	0	0	1.196759e-05	1.482697e-05
chr7	139565181	139565201	chr7-27	  186.40	-	ENSG00000064393	HIPK2	3'UTR	3'UTR	3'UTR	1	0.0005947654	3	3	3	3	2	2	1	2	1	4	1	0	0	0	3	4	32	0	6.610259e-06	0	0	2.991898e-06	8.472557e-06
chr7	140705670	140705690	chr7-13234	    3.53	+	ENSG00000090266	NDUFB2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	8.065228e-05	1	0	1	1	1	0	1	1	0	1	0	0	0	0	3	0	10	0	0	6.775068e-05	0	2.991898e-06	1.05907e-06
chr7	142666156	142666176	chr7-764	   29.50	+				UnAn	UnAn	0	0.0003192812	2	2	3	2	1	2	1	1	3	2	2	1	0	2	3	1	28	0.0001579779	1.322052e-05	0	0	0	3.177209e-06
chr7	145905914	145905934	chr7-11	  689.30	+			unannotated	UnAn	UnAn	1	0.001507378	3	3	3	3	2	2	2	2	2	5	3	3	0	0	3	2	38	0	3.966155e-05	0	0	2.991898e-06	3.706744e-05
chr7	145905999	145906019	chr7-677	   30.80	+			unannotated	UnAn	UnAn	1	0.0001178308	3	3	3	3	2	2	1	0	1	2	0	1	1	0	3	1	26	0	6.610259e-06	0	0	5.983796e-06	1.05907e-06
chr7	148825995	148826015	chr7-157	   69.20	-	ENSG00000106462	EZH2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0003571178	3	3	3	3	2	2	1	2	2	4	2	0	2	0	3	1	33	0	6.610259e-06	0	0	8.975694e-06	9.531626e-06
chr7	158640035	158640055	chr7-4350	    8.81	-	ENSG00000146918	NCAPG2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	6.90712e-05	2	2	3	2	1	0	0	0	1	1	1	0	0	0	3	0	16	0	3.966155e-05	0	0	2.991898e-06	1.05907e-06
chr8	 24976895	 24976915	chr8-2249	   12.30	+			Other|unannotated	Other	Other	2	0.0002151983	0	0	0	1	1	1	0	0	0	0	1	1	0	1	4	2	12	0.0001579779	1.983078e-05	0	0	2.991898e-06	1.05907e-06
chr8	 30679223	 30679243	chr8-13	  161.70	-	ENSG00000104687	GSR	3'UTR	3'UTR	3'UTR	1	0.000688084	3	3	3	3	2	2	1	1	2	5	2	1	1	1	3	5	38	0	1.983078e-05	0	0	2.991898e-06	2.118139e-06
chr8	 33500005	 33500025	chr8-26	  129.60	+	ENSG00000198042	MAK16	3'UTR	3'UTR	3'UTR	1	0.0003350386	1	3	3	3	2	2	0	1	0	3	0	1	0	0	3	4	26	0	6.610259e-06	0	0	2.991898e-06	9.531626e-06
chr8	 33839569	 33839589	chr8-61	   90.80	+	ENSG00000253642		intron|lncRNA	lncRNA	ncRNA	2	0.0002724552	3	3	3	3	2	2	2	1	2	4	2	0	0	0	3	0	30	0	0	6.775068e-05	0	2.991898e-06	2.118139e-06
chr8	 47363498	 47363518	chr8-4339	    9.25	+	ENSG00000164808	SPIDR	intron|Other|CDS_Retained_intron	Other	Other	3	5.348108e-05	0	1	1	0	1	1	0	1	0	1	1	1	1	1	3	2	15	0	1.322052e-05	0	0	2.991898e-06	1.05907e-06
chr8	 60812775	 60812795	chr8-445	   20.70	+	ENSG00000171316	CHD7	intron	intron	intron	1	0.0002797876	3	3	3	3	1	2	1	0	1	3	0	0	0	0	3	0	23	0	0	0	0.0002145002	8.975694e-06	2.118139e-06
chr8	 61625583	 61625603	chr8-27	  133.10	-	ENSG00000198363	ASPH	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0003228997	3	3	3	3	2	2	2	0	0	4	3	0	0	1	3	5	34	0	6.610259e-06	0	0	5.983796e-06	2.118139e-06
chr8	 63211193	 63211213	chr8-54	  145.00	+	ENSG00000185728	YTHDF3	3'UTR	3'UTR	3'UTR	1	0.0006358015	3	3	3	3	2	2	1	2	2	4	1	1	0	1	3	5	36	0	0	6.775068e-05	0	2.991898e-06	4.236278e-06
chr8	 67436400	 67436420	chr8-74	   64.30	+			unannotated	UnAn	UnAn	1	0.0002877507	3	3	3	3	2	2	1	0	1	4	2	1	0	1	3	3	32	0	1.983078e-05	0	0	1.495949e-05	4.236278e-06
chr8	 69690251	 69690271	chr8-39	  107.50	-	ENSG00000137571	SLCO5A1	intron	intron	intron	1	0.0005824941	3	3	3	3	2	2	1	1	1	2	4	2	4	3	5	1	40	0.0001579779	6.610259e-06	6.775068e-05	0	5.983796e-06	2.118139e-06
chr8	 69987182	 69987202	chr8-5	  402.80	-				UnAn	UnAn	0	0.001545241	3	3	3	3	2	2	2	2	1	5	0	3	4	4	4	6	47	0	1.983078e-05	6.775068e-05	0	1.196759e-05	2.012232e-05
chr8	 70112430	 70112450	chr8-8	  217.30	-	ENSG00000140396	NCOA2	3'UTR	3'UTR	3'UTR	1	0.0007440832	3	3	3	3	2	2	1	1	2	3	1	2	0	1	4	5	36	0	6.610259e-06	6.775068e-05	0	2.991898e-06	2.118139e-06
chr8	 70574647	 70574667	chr8-3	  478.60	-	ENSG00000067167	TRAM1	3'UTR	3'UTR	3'UTR	1	0.001483789	3	3	3	3	2	2	2	0	1	4	1	1	1	3	3	6	38	0	1.983078e-05	0	0	1.495949e-05	1.270884e-05
chr8	 73549735	 73549755	chr8-108	   81.50	-	ENSG00000040341	STAU2	3'UTR|intron	3'UTR	3'UTR	2	0.0004172872	3	3	3	3	1	2	1	1	1	3	2	1	0	1	3	2	30	0	0	0.0001355014	0	2.991898e-06	2.118139e-06
chr8	 74603001	 74603021	chr8-572	   41.90	-				UnAn	UnAn	0	0.0001766862	1	1	3	3	1	1	0	1	1	3	1	1	0	1	3	3	24	0	6.610259e-06	0	0	1.196759e-05	8.472557e-06
chr8	 76645593	 76645613	chr8-721	  157.80	-	ENSG00000253661	ZFHX4-AS1	intron|lncRNA	lncRNA	ncRNA	2	0.001289382	3	3	3	2	2	2	1	1	2	3	3	3	0	3	3	4	38	0.0003159558	9.915389e-05	0	0.0004290004	0	0
chr8	 82291393	 82291413	chr8-162	   37.00	-				UnAn	UnAn	0	0.0001946057	2	2	3	3	1	2	1	0	1	4	0	0	1	0	3	2	25	0	1.983078e-05	0	0	2.991898e-06	1.05907e-06
chr8	 90623881	 90623901	chr8-121	   46.30	-	ENSG00000180694	TMEM64	3'UTR	3'UTR	3'UTR	1	0.0004635266	1	3	3	3	1	2	1	1	1	3	1	1	1	0	3	4	29	0	6.610259e-06	6.775068e-05	0.0002145002	0	0
chr8	 90625504	 90625524	chr8-19	  182.90	-	ENSG00000180694	TMEM64	3'UTR	3'UTR	3'UTR	1	0.0006570341	3	3	3	3	1	2	1	1	2	4	2	2	0	3	3	5	38	0	6.610259e-06	0	0	2.094329e-05	4.236278e-06
chr8	 92167507	 92167527	chr8-186	  145.00	-			unannotated	UnAn	UnAn	1	0.0006373815	3	3	3	3	2	2	2	2	2	2	3	2	1	3	3	2	38	0	0	6.775068e-05	0	8.975694e-06	5.295348e-06
chr8	100721896	100721916	chr8-2	  317.30	-	ENSG00000070756	PABPC1	5'UTR|intron|CDS_Retained_intron	5'UTR	5'UTR	3	0.001133858	3	3	3	3	2	2	1	2	2	4	3	3	1	2	3	6	43	0	1.983078e-05	0	0	1.196759e-05	4.236278e-06
chr8	100919856	100919876	chr8-1	  448.60	-	ENSG00000164924	YWHAZ	3'UTR|intron|Other	3'UTR	3'UTR	3	0.001628685	3	3	3	3	2	2	2	2	2	4	2	2	1	3	4	5	43	0.0001579779	9.915389e-05	0	0	4.487847e-05	3.600837e-05
chr8	106939580	106939600	chr8-2941	    7.93	+			Other|unannotated	Other	Other	2	0.0002378571	0	0	0	0	1	1	0	0	0	2	0	0	0	1	3	2	10	0.0001579779	0	0	0	2.991898e-06	1.05907e-06
chr8	110973022	110973042	chr8-176	   37.90	-	ENSG00000253877	LINC01608	intron|lncRNA	lncRNA	ncRNA	2	0.0003202269	3	3	3	3	1	2	1	1	1	4	0	0	0	0	3	1	26	0	0	0	0.0002145002	2.991898e-06	1.05907e-06
chr8	125278196	125278216	chr8-2892	    7.05	+	ENSG00000156831	NSMCE2	intron|Other	Other	Other	2	2.103222e-05	1	1	1	3	0	1	0	0	0	1	0	0	0	0	3	0	11	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr8	127088022	127088042	chr8-262	   78.40	+	ENSG00000253438	PCAT1	intron|lncRNA	lncRNA	ncRNA	2	0.0003182743	3	3	3	3	2	2	1	1	1	3	3	3	1	0	3	4	36	0	1.322052e-05	0	0	5.983796e-06	1.05907e-06
chr8	127088476	127088496	chr8-32	   92.50	+	ENSG00000253438	PCAT1	intron|lncRNA	lncRNA	ncRNA	2	0.000485598	3	3	3	3	2	2	1	0	2	3	1	2	1	1	3	5	35	0	1.983078e-05	0	0	5.983796e-06	6.354418e-06
chr8	130114772	130114792	chr8-12569	    2.64	-	ENSG00000153317	ASAP1	downstream 10K|intron|TE	TE	TE	3	1.597704e-05	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	1	6	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr8	140522161	140522181	chr8-307	   26.40	-	ENSG00000123908	AGO2	3'UTR	3'UTR	3'UTR	1	9.820992e-05	2	3	3	3	1	2	1	1	1	3	0	1	0	0	3	2	26	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr8	142996756	142996776	chr8-15	  158.20	+				UnAn	UnAn	0	0.0005965413	2	3	3	3	2	2	1	2	3	4	1	2	1	3	3	3	38	0	1.322052e-05	0	0	1.795139e-05	7.413487e-06
chr9	  6835711	  6835731	chr9-3	 2024.60	+	ENSG00000107077	KDM4C	intron	intron	intron	1	0.008529665	3	3	3	3	2	2	2	2	3	5	4	4	4	4	5	6	55	0	0.000178477	6.775068e-05	0.0002145002	8.676504e-05	9.74344e-05
chr9	  6835826	  6835846	chr9-583	  176.30	+	ENSG00000107077	KDM4C	intron	intron	intron	1	0.0006157684	3	3	3	3	2	2	1	2	2	4	0	2	0	4	3	4	38	0	0	6.775068e-05	0	8.975694e-06	2.012232e-05
chr9	 30215834	 30215854	chr9-9207	    3.53	+			Other|unannotated	Other	Other	2	9.294859e-05	0	1	0	1	0	0	0	0	0	0	0	1	0	1	3	1	8	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr9	 32541003	 32541023	chr9-51	  108.00	-	ENSG00000197579	TOPORS	3'UTR|intron	3'UTR	3'UTR	2	0.0004599113	2	3	3	3	2	2	1	1	2	3	2	2	1	1	3	5	36	0	0	6.775068e-05	0	8.975694e-06	1.05907e-06
chr9	 33046571	 33046591	chr9-54	   70.50	-	ENSG00000122692	SMU1	3'UTR	3'UTR	3'UTR	1	0.001053401	2	3	3	3	2	2	1	0	1	2	0	1	0	0	3	3	26	0.0007898894	0	0	0	3.889467e-05	1.694511e-05
chr9	 34921334	 34921354	chr9-12	  271.00	-			Other	Other	Other	1	0.0008948113	3	3	3	3	2	2	2	1	2	4	1	3	2	2	3	5	41	0	3.30513e-05	0	0	1.495949e-05	1.800418e-05
chr9	 35971138	 35971158	chr9-81	  125.20	-				UnAn	UnAn	0	0.0002994912	2	3	3	3	1	2	1	1	0	3	0	1	0	2	3	1	26	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr9	 37152250	 37152270	chr9-114	   47.60	+	ENSG00000147905	ZCCHC7	intron	intron	intron	1	0.0002910065	3	3	3	3	2	2	1	0	1	3	1	1	0	0	3	0	26	0.0001579779	0	0	0	5.983796e-06	7.413487e-06
chr9	 37357687	 37357707	chr9-6	  651.40	+	ENSG00000147905	ZCCHC7	3'UTR|Other	3'UTR	3'UTR	2	0.002211571	3	3	3	3	2	2	2	2	2	4	4	2	2	3	4	6	47	0	5.949233e-05	0	0.0002145002	1.795139e-05	2.224046e-05
chr9	 38426456	 38426476	chr9-10346	    4.41	+			Other	Other	Other	1	2.705594e-05	0	0	0	0	1	0	0	0	0	0	0	1	0	1	3	1	7	0	1.322052e-05	0	0	2.991898e-06	1.05907e-06
chr9	 39405587	 39405607	chr9-4086	    8.81	+			Other|unannotated	Other	Other	2	0.0001923336	0	0	0	0	1	1	0	0	0	1	1	1	0	1	3	2	11	0.0001579779	6.610259e-06	0	0	0	1.05907e-06
chr9	 42233653	 42233673	chr9-628	   25.60	-			TE|unannotated	TE	TE	2	0.0004010421	0	1	2	1	1	1	0	0	0	3	1	2	0	2	4	3	21	0.0001579779	1.322052e-05	0	0	2.991898e-06	1.05907e-06
chr9	 44850914	 44850934	chr9-2944	    7.05	-			unannotated	UnAn	UnAn	1	4.688717e-05	0	0	1	0	1	0	0	0	1	1	0	0	0	0	3	3	10	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr9	 66942474	 66942494	chr9-742	   22.50	+			TE	TE	TE	1	0.0003251728	0	1	3	1	1	1	0	0	1	1	1	2	0	2	4	3	21	0.0001579779	1.322052e-05	0	0	2.991898e-06	2.118139e-06
chr9	 71683601	 71683621	chr9-5	  360.50	-	ENSG00000135048	CEMIP2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001290471	3	3	3	3	2	2	1	2	2	4	2	2	1	4	3	4	41	0	0	6.775068e-05	0	1.196759e-05	5.295348e-06
chr9	 71684351	 71684371	chr9-9	  284.30	-	ENSG00000135048	CEMIP2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001146795	3	3	3	3	2	2	1	1	2	4	1	3	2	2	3	5	40	0	0	6.775068e-05	0	2.094329e-05	8.472557e-06
chr9	 72903588	 72903608	chr9-55	   82.90	-	ENSG00000165092	ALDH1A1	intron	intron	intron	1	0.0002818881	3	3	3	3	2	2	1	1	2	4	2	3	1	0	3	1	34	0	6.610259e-06	0	0	1.495949e-05	9.531626e-06
chr9	 83969364	 83969384	chr9-16	  589.20	-	ENSG00000165119	HNRNPK	3'UTR|CDS|intron|CDS_Retained_intron	3'UTR	3'UTR	4	0.001665153	3	3	3	3	2	2	1	2	3	4	3	3	0	3	3	6	44	0	1.322052e-05	0	0	2.393518e-05	1.588604e-05
chr9	 86423012	 86423032	chr9-133	  302.30	-	ENSG00000222293	RNU2-36P	snRNA	snRNA	ncRNA	1	0.001104759	3	3	3	3	2	2	2	1	4	3	3	2	1	3	4	4	43	0	6.610259e-06	6.775068e-05	0	2.991898e-06	6.354418e-06
chr9	 94311652	 94311672	chr9-474	   26.90	+			downstream 10K|TE	TE	TE	2	0.0001358027	2	3	3	3	2	2	1	1	0	4	0	0	0	0	3	1	25	0	6.610259e-06	0	0	2.991898e-06	5.295348e-06
chr9	 96944420	 96944440	chr9-302	   31.70	-	ENSG00000290770	MFSD14CP	intron|TE|lncRNA|ncRNA_Retained_intron	lncRNA	ncRNA	4	0.0001316863	3	3	3	3	2	2	0	1	2	3	0	0	0	0	3	1	26	0	6.610259e-06	0	0	2.991898e-06	5.295348e-06
chr9	 98015868	 98015888	chr9-47	  150.70	+	ENSG00000136938	ANP32B	3'UTR	3'UTR	3'UTR	1	0.0006025236	3	3	3	3	2	2	1	1	2	3	1	1	1	1	3	5	35	0	6.610259e-06	6.775068e-05	0	0	8.472557e-06
chr9	100732494	100732514	chr9-40	  453.50	+				UnAn	UnAn	0	0.001409071	3	3	3	3	2	2	2	2	2	4	4	3	2	4	3	5	47	0	2.644104e-05	0	0	2.991898e-05	2.541767e-05
chr9	104140016	104140036	chr9-623	   18.10	+	ENSG00000136824	SMC2	3'UTR	3'UTR	3'UTR	1	0.000223272	1	2	3	3	2	2	0	0	2	3	0	1	0	0	3	1	23	0.0001579779	6.610259e-06	0	0	0	2.118139e-06
chr9	104782831	104782851	chr9-4	 1267.90	-	ENSG00000165029	ABCA1	3'UTR	3'UTR	3'UTR	1	0.003302771	3	3	3	3	2	2	1	2	1	5	2	2	1	1	3	5	39	0	3.966155e-05	0	0	7.778935e-05	5.295348e-05
chr9	107330372	107330392	chr9-2	 1721.90	+	ENSG00000119318	RAD23B	3'UTR|intron	3'UTR	3'UTR	2	0.005727716	3	3	3	3	2	2	2	2	4	5	3	4	4	4	3	6	53	0	0	6.775068e-05	0	4.787037e-05	4.977627e-05
